num,URL,Title,Post,tags,hubs
330,https://habr.com/ru/post/330,Место для промо-сайта,"Необходимо сделать 1-2 страницы акции\конкурса для pr`ивлечения внимания. И в этом месте у меня с партнёрами возник вопрос: как лучше размещать подобные изделия? 1. на имеющемся сайте компании, как например здесь www.visarussia.ru/promo/visafest_… или здесь — www.a4tech.info/promo/x7…? 2. на отдельном сайте с отдельным доменом, как например здесь — www.nf-hyundai.ru или здесь — www.sosedi.ru…? Кто что делал и как, и даже если не делал сам — кому что видится наиболее эффективным?","['промо', 'сайты']",['Чулан']
332,https://habr.com/ru/post/332,Сказал – сделал. У Яндекса появились кнопки рейтинга блогов,"У Яндекса теперь тоже есть кнопка рейтинга блогов рунета. Как и советовали... ;) Выглядит это, например, так: .","['Яндекс', 'яблоги', 'блогосфера', 'рейтинг блогов', 'кнопки']",['IT-компании']
335,https://habr.com/ru/post/335,Liveinternet.ru. Перевод на китайский.,"Собственно, вот так будет выглядеть интерфейс сервиса статистики Liveinternet, переведенный на китайский язык. С прочими версиями все не так любопытно. Зато можно различить — какими именно символами обозначены «Яндекс», «Рамблер» и проч.","['статистика', 'liveinternet']",['Статистика в IT']
336,https://habr.com/ru/post/336,Видео@Mail.ru [beta],"В день объявления о покупке YouTube компанией Гагл Mail.ru выпустила первый полноценный отечественный клон этого сервиса. Встречайте, Видео@Mail.ru. Я ради эксперимента попробовал залить туда 150Mb клип. Уже десять минут, как заливается и пока неизвестно, когда и чем дело кончится — никакого progress-bar нет.","['YouTube', 'Google Video', 'Mail.ru']",['IT-компании']
337,https://habr.com/ru/post/337,Mail.RU запустил русский YouTube!,"В ответ на покупку Google зарубежного видеохостинга компания Mail.RU запускает свой — video.mail.ru На первый взгляд основная функциональность YouTube повторена: + Флешовый проигрыватель; + Форматы Windows Media Video, Apple QuickTime, DivX, XviD, MPEG1/2/4, DV, 3GP; + (основное, imho) Код для вставки на сайт/блог; + Комментарии, каталог и все такое (повторяется Мейл-Фото); + Интеграция с почтой (с блогами пока нет). В общем, в Рунете первые. Молодцы!","['mail.ru', 'youtube', 'video']",['IT-компании']
338,https://habr.com/ru/post/338,Интернет-магазин Alastian Basell начинает продажу полиолефинов в России и Польше,"Интернет-магазин Basell по продаже полиолефинов — Alastian — приступает к работе в России. Используя русскоязычную версию сайта Alastian, покупатели в России смогут узнавать цены, договариваться о виде транспортировки и месте доставки полимеров. Как пояснила Юст Инт Велт, глава Alastian по развитию и маркетингу, интернет-магазин будет предлагать российским потребителям полиэтилен и полипропилен со всеми выгодами, присущими онлайновому бизнесу. Через две недели после того, как будет налажена работа Alastian в России, аналогичная служба откроется в Польше. Клиентам обеих стран будет поставляться продукция с польского завода Plock, принадлежащего компании ВОР — совместному предприятию Basell с польской фирмой. Интересно, что на сайте Alastian также есть блог — blog.alastian.com","['интернет', 'магазин', 'блог']",['Чулан']
339,https://habr.com/ru/post/339,Ганс Рейзер арестован по подозрению в убийстве,"Вчера стало известно, что Ганс Рейзер, разработчик файловой системы ReiserFS, арестован по подозрению в убийстве своей жены Нины Рейзер. ReiserFS преследуют сплошные неудачи. Несмотря на все усилия разработчиков эту ФС так и не включили в ядро, в августе месяце команда была озабочена поиском работы, а совсем недавно Suse Labs отказались  от использования ReiserFS в качестве основной файловой системы для своей ОС. Теперь вот ещё и арест руководителя. В связи с этими событиями дальнейшие перспективы развития ReiserFS выглядят туманными.","['linux', 'reiserfs', 'fs', 'hans reiser', 'файловые системы', 'file systems']",['Настройка Linux']
340,https://habr.com/ru/post/340,Повторяющиеся хабротопики,"Иногда в блогах встречается несколько сообщения на одну и ту же тему. Например, вот и вот. Кроме того, на первый взгляд кажется, что это один и тот же блог под названием «Mail.ru». 1. Может быть, не стоит давать возможность называть несколько блогов одним и тем же именем? 2. Хорошо ли что одному и тому же событию посвящают по хабротопику в каждом блоге. А если таких блогов будет 10? Что делать, когда кто-то запостит одинаковое сообщение в тот же блог? У администратора сейчас нет полномочий удалить или редактировать сообщения в созданном им блоге…","['хабрахабр', 'названия блогов', 'администрирование']",['Habr']
341,https://habr.com/ru/post/341,И опять о Spamhous,"Говорят, что из-за проблем с тем самым решением суда у spamhaus отключают домен spamhaus.org. Последствия этого нам всем предстоят разнообразные. подозреваю, что у особо одаренных пользователей SH просто перестанет ходить почта.","['спам', 'почта', 'spamhouse']",['Информационная безопасность']
342,https://habr.com/ru/post/342,Корпоративные блоги или корпоративные журналы?,"Саша Плющев пишет в своем жж о том, как Гугль звал его выступить приглашенной звездой в русском корпблоге, да передумал. Что там Гугль матросил и что бросил — дело десятое, меня другой вопрос интересует. Когда компании заказывают профессиональные тексты в корпоративные издания, то всем понятно, что это такой жанр. А заказ профессиональных текстов, подписанных автором-журналистом в корпоративный блог: это формат или неформат? Знаете ли вы другие такие примеры, кроме истории, рассказаной Сашей?","['блоги', 'google']",['Дизайн']
343,https://habr.com/ru/post/343,Порнушники и спамеры хостятся не TUT!,"В то время как мировая общественность обсуждает покупку компанией Google сервиса YouTube представители белорусской ITилегенции озабочены скандалом с Tut.by. Информация о том, что на хостинге у тутбая проживают спамерские и порнушные конторы впервые появилась на форуме Onliner.by. Обсуждение этой темы появилось и в livejournal сообществе by_minsk. Официального опровержения руководство Tut.by пока не давало. Однако, топик, посвященный этому «расследованию» с Оnlinera был удален. Стремление администрации тихо замять провокацию — логично и вполне понятно. На фоне активной борьбы белорусского руководства с распространением порнографии («порно-скандал» с латвийским дипломатом) и противодействием торговле людьми (закрытие в Беларуси сайтов знакомств) только одно упоминание Tut.by рядом с подобными заявлениями грозит ему серьезными проблемами.","['Tut.by', 'байнет', 'Onliner.by', 'спам', 'порно']",['Социальные сети и сообщества']
345,https://habr.com/ru/post/345,"Анонс есть, а самого текста нету","Сутуация, которая случилась второй раз за день у меня. Ищу все материалы на сайте по ключевому слову… Среди найденного есть анонс анонс материала (колонка). Хочу прочесть его целиком, кликаю — ошибка 404. Спустя несколько часов материал стал доступен. Например, сейчас ищу Google. Вижу в найденном колонку «Зачатки Google Office». Пытаюсь зайти почитать – ошибка 404…","['колонка', 'ошибка на сайте']",['Habr']
346,https://habr.com/ru/post/346,Приглашения зовут только в блог «Яндекс»,"Хотел пригласить товарищей из Беларуси в блог «Белорусский интернет». Разослал приглашения и стал ждать результата. Но никто не вступил… Как оказалось, им пришло приглашение в котором приглашалось вступить в блог «Яндекс»! Попробовал еще раз послать приглашение — тоже самое.","['ошибка', 'хабрахабр']",['Habr']
347,https://habr.com/ru/post/347,Рамблер торгует mp3,"mp3.audio.rambler.ru Видимо, легальными. По 10 рублей за песню.","['Rambler Media', 'mp3']",['IT-компании']
348,https://habr.com/ru/post/348,Гугл догнал Рамблер по переходам с поисковиков (данные Liveinternet),"Статистика Liveinternet, отчет переходы с поисковых систем. Обратите внимание на кривую Рамблера и Гугла, в октябре 2006-го они впервые пересеклись.","['Rambler Media', 'Google', 'статистика', 'поиск']",['IT-компании']
349,https://habr.com/ru/post/349,Иконки «нравится/не нравится компания».,"К примеру, www.habrahabr.ru/company/yandex. У меня там стоит «мне больше не нравится эта компания» и кулак с большим пальцем наверх. На мой взгляд, это противоречие иконки и подписи к ней.","['хабрахабр', 'компании']",['Habr']
350,https://habr.com/ru/post/350,Самые крупные сделки на рынке за последнее время,<table> <tr> <td> Компания </td> <td> Покупатель </td> <td> Цена </td> </tr> <tr> <td>Skype</td> <td>Ebay</td> <td>$2.6 млрд</td> </tr> <tr> <td>YouTube</td> <td>Google</td> <td>$1.65 млрд</td> </tr> <tr> <td>5% акций AOL</td> <td>Google</td> <td>$1 млрд </td> </tr> <tr> <td>MySpace</td> <td>News Corp</td> <td>$580 млн</td> </tr> <tr> <td>dMarc Broadcasting</td> <td>Google</td> <td>$102 млн</td> </tr> <tr> <td>Grouper</td> <td>Sony</td> <td>$65 млн</td> </tr> <tr> <td>Flickr</td> <td>Yahoo</td> <td>$30-35 млн (неофиц.)</td> </tr> <tr> <td>del.icio.us</td> <td>Yahoo</td> <td>$30-35 млн (неофиц.)</td> </tr> <tr> <td>Bloglines</td> <td>IAC (Ask)</td> <td>$25 млн (неофиц.)</td> </tr> <tr> <td>Weblogs Inc.</td> <td>AOL</td> <td>$25 млн (неофиц.)</td> </tr> <tr> <td>Blogger</td> <td>Google</td> <td>$20 млн (неофиц.)</td> </tr> <tr> <td>Oddpost</td> <td>Yahoo</td> <td>$20 млн (неофиц.)</td> </tr> <tr> <td>Jumpcut</td> <td>Yahoo</td> <td>$15 млн (неофиц.)</td> </tr> <tr> <td>LiveJournal</td> <td>SixApart</td> <td>$20 млн (неофиц.)</td> </tr> <tr> <td>Rojo</td> <td>SixApart</td> <td>$10 млн (неофиц.)</td> </tr> <tr> <td>Picasa</td> <td>Google</td> <td>меньше $5 млн (неофиц.)</td> </tr> <tr> <td>MeasureMap</td> <td>Google</td> <td>меньше $5 млн (неофиц.)</td> </tr> <tr> <td>2.6% акций Baidu</td> <td>Google</td> <td>$5 млн</td> </tr> <tr> <td>weblogs.com</td> <td>Verisign</td> <td>$2 млн</td> </tr> <tr> <td>Writely</td> <td>Google</td> <td>около $2 млн (неофиц.)</td> </tr> <tr> <td>Dodgeball</td> <td>Google</td> <td>около $1 млн (неофиц.)</td> </tr> <tr> <td>Upcoming.org</td> <td>Yahoo</td> <td>около $1 млн (неофиц.)</td> </tr> <tr> <td>WebJay</td> <td>Yahoo</td> <td>около $1 млн (неофиц.)</td> </tr> <tr> <td>Urchin</td> <td>Google</td> <td>$???</td> </tr> <tr> <td>Keyhole</td> <td>Google</td> <td>$???</td> </tr> <tr> <td>Deja News</td> <td>Google</td> <td>$???</td> </tr> </table> источник: Google Blogoscoped,"['рейтинг', 'сделка', 'инвестиции']",['Чулан']
351,https://habr.com/ru/post/351,Догоняем IE,"Согласно последним данным статистики, Firefox установлен у 12,46% пользователей интернета, в то время как Internet Explorer — у 82,1%. Год назад браузер от Microsoft занимал 90% рынка. Прогресс очевиден. Появившись в 2004 году, Firefox стремительно набрал обороты. Во многом — благодаря макертинговой кампании Spread Firefox и его поклонникам пользователям, которые даже вкладывали деньги в сетевую рекламу. Свою лепту внёс и Google, вставив рекламные блоки некоторых связанных с Firefox продуктов и обеспечивая поддержку браузера во всех новых сервисах. Впрочем, борьба далеко не окончена: в октябре будет представлен финальный релиз IE 7 с встроеннымми табами, поддержкой RSS и усиленной защитой от фишинга.","['Firefox', 'браузер', 'Internet Explorer', 'конкуренция', 'Microsoft']",['Firefox']
352,https://habr.com/ru/post/352,Подписка на комменты,"А давайте сделаем так, чтобы юзер мог подписаться на получение всех комментов на email к тому или иному посту, а не только к своему.","['хабрахабр', 'email']",['Habr']
353,https://habr.com/ru/post/353,Посты на Хабре через почтовик,"Думаю — все уже успели оценить входящую почту со ссылками на новый коммент на Хабре. Возникла идея — я отвечаю на пришедшее мне таким образом уведомление, например с пометкой в теме письма *comment — и текст письма автоматом публикуется на Хабре в качестве комментария. Просто — поскольку я уже в почте, было бы удобнее публиковать свои комменты прямо из ящика, а не открывать каждый раз новую страницу с Хабром. Ваше мнение? Это удобно? Насколько это реально реализовать?","['хабрахабр', 'почта', 'тексты']",['Habr']
354,https://habr.com/ru/post/354,Google ставит поиск MSN на первое место,"Если попробовать произвести поиск слова «search» в Google, выяснитcя, что самый релевантный результат — это MSN! www.google.com/search?q=search","['Google', 'MSN', 'Microsoft', 'поиск']",['IT-компании']
355,https://habr.com/ru/post/355,Создатель Живого Журнала едет в Москву,"Создатель Livejournal Brad Fitzpatrick едет в Россию. В своем дневнике он сообщил, что пробудет в Москве неделю с 16 по 23 октября. Предполагается, что 18 числа он примет участие в пресс-конференции, организуемой SUP-Fabrik, на которой будет приоткрыт занавес таинственности нового проекта.","['livejournal', 'блогосфера', 'SUP-Fabrik', 'Brad Fitzpatrick']",['IT-компании']
356,https://habr.com/ru/post/356,Новый способ присоединения к блогам,… не работает. Миникнипочка с электровилкой ничего не делает. Firefox. Upd: Заработало.,['blogs'],['Habr']
357,https://habr.com/ru/post/357,Старые тексты в папке «новые»,"Если у какого-нибудь старого захабренного текста опустятся балы до нижнего порога, то он снова попадает в «новые». Текст может быть написан в июле, но находиться в разделе новые… Может быть как-то переименовать?","['идеи для сайта', 'текст']",['Habr']
358,https://habr.com/ru/post/358,Хабрапотомство,"У нашего коллеги Анатолия Ализара родился сын, Глеб Анатольевич. Хабраредакция присоединяется к поздравлениям и желает Глебу могучего здоровья и острого ума, а маме с папой больше терпения и спокойных ночей. Ура, ура, ура! :)","['Анатолий Ализар', 'сын', 'Глеб', 'пополнение']",['Чулан']
359,https://habr.com/ru/post/359,PayPal работает с Россией,"Отныне Россия находится в списке стран, из которых можно отправлять деньги через систему PayPal. К сожалению, получать деньги через эту систему в России пока нельзя.","['PayPal', 'платёжные системы', 'Россия']",['Чулан']
360,https://habr.com/ru/post/360,Партизаны,"Кусок из скучнейшего онлайн-интервью гендиректора Mail.Ru Дмитрия Гришина на сайте «Эксперта»: 26. Какова атмосфера внутри вашей компании? У вас есть правила и корпоративные стандарты? — Да, у нас есть корпоративные правила, но я отнес бы нашу компанию к одной из самых демократичных и незарегулированных . Из правил: наши сотрудники должны быть активными пользователями наших продуктов, и обычно перед запуском проекта он обкатывается на наших сотрудниках. Это хорошо, что Мейл внутри демократичная компания, но снаружи она очень закрытая. Сколько себя помню во времена главредства на Вебпланете, Гришин никогда не общался лично по телефону, всегда переводил стрелки на Артамонову. В Яндекс можно было позвонить, и сразу поговорить с Воложем, в Рамблере тоже тоже можно было поговорить с руководством, а в Мейле… Нет, мне правда кажется, Мейл – самая закрытая компания. Никто не знает, как зовут акционеров Mail.Ru, сколько у них оборот, доходы и т.п. Ничего не говорят, такие демократичные партизаны.","['Mail.Ru', 'Дмитрий Гришин', 'интервью']",['IT-компании']
362,https://habr.com/ru/post/362,Times Online полностью переделают,"Переделка займет несколько недель. Среди планируемых нововведений — The Note, вечерняя PDF-газета для бизнесменов, и блог комментариев Comment Central. Читать весь материал.","['сми', 'Times Online', 'сайт газеты']",['Чулан']
363,https://habr.com/ru/post/363,1С будет показывать рекламу в бухгалтерском софте,"Новость на «Клерке». Новости на сайте самого 1С (да не забудет Ктулху всех людей, сделавших этот кошмар) нет, но новость проходила по всей бизнес-прессе с комментариями Нуралиева и т.п. Ваши комментарии, господа?","['1С', 'реклама']",['Чулан']
364,https://habr.com/ru/post/364,Фича в maps,"Только что услышал такую идею — к картам сделать привязку не только объектов по искомому адресу, ну когда находиться некое известное учреждение, но и его фотографию — чтобы было легче ориентироваться на местности. Вполне интересная мысль. Что скажете?","['Яндекс', 'карты']",['IT-компании']
366,https://habr.com/ru/post/366,Юрий Зиссер прикрыл блоги из-за «глюков»,"Руководство Tut.by закрыла доступ к своему сервису блогов. Как сообщает «ИТ в Беларуси» ссылаясь на руководителя портала Юрия Зиссера, на самом деле «блоги еще не открывались, просто на пару дней был снят пароль, чтобы провести альфа-тестирование». В результате, тестеры нашли глюки и функциональные недоработки. Действительно, зайдя теперь на главную страницу блогов, система просит ввести пароль. Несмотря на это, ничто не мешает пользоваться созданными и прошедшими модерацию при регистрации аккаунтами. На исправление ошибок Tut.by дает себе месяц, после чего планируется открытие с официальными пресс-релизами для СМИ. Кроме того, перед официальным открытием будет очищена база данных блогов, что бы начать, так сказать, с «чистого листа».","['Tut.by', 'блогосфера', 'Юрий Зиссер', 'Беларусь']",['Социальные сети и сообщества']
367,https://habr.com/ru/post/367,Первые ингредиенты,"18 октября SUB-Fabrik проведет пресс-конференцию в своем офисе. Создатели обещают рассказать, что все это значит и как такое может быть. Пока же известно, что СУП возглавляет Эндрю Полсон, создатель журнала Афиша. Маркетингом руководит Иван Засурский, бывший сотрудник Рамблера. Другой бывший рамблеровец Носик рулит службой блогов, контентом занимается Эдуард Шендерович, американский предприниматель российского происхождения (летом Хабр писал об одном из его проектов). Я думаю, В СУПЕ МНОГО ДЕНЕГ и БОЛЬШИЕ ВОЗМОЖНОСТИ, а это значит, шороху он может быть наведут. Ставку будут делать на блоги, видео и интерактивные медиа. Соревноваться с Яндексом не будут, а вот Мейл и Рамблер хотят подвинуть, поскольку задумали пустить новую, вторую волну (первая была, когда появился Яндекс и все остальные динозавры). Все это очень интересно, за СУПом стоит наблюдать, они выстрелят, или, может быть, лажанутся, как было в первую волну с Портом и остальными.","['блогосфера', 'SUP-Fabrik', 'Эндрю Полсон', 'Иван Засурский', 'Антон Носи']",['IT-компании']
368,https://habr.com/ru/post/368,«Акавита» будет искать в блогах и форумах,"Система интернет-сервисов «Акавита» запускает поиск по белорусским блогам и форумам — blogs.akavita.by. В настоящий момент поиск производится по 9585 белорусским форумам и блогам, включая системы: livejournal.com, blog.inf.by, dnevnik.by и blogs.tut.by (пока не работающий).","['акавита', 'блогосфера', 'поиск', 'blog.inf.by', 'dnevnik.by', 'livejournal']",['Социальные сети и сообщества']
369,https://habr.com/ru/post/369,Облако тегов по алфавиту,А что если упорядочивать Облако Тегов по алфавиту? Хотя бы как личную настройку…,"['облако', 'тегов']",['Habr']
372,https://habr.com/ru/post/372,PDA версия на Хабра,Часто читаю www.habrahabr.ru с КПК. Столкнулся с проблемой что нету возможности переключится на облегченную версию. Для новостей PDA версия должна быть. Думаю идею поддержать и другие,"['КПК', 'PDA']",['Habr']
373,https://habr.com/ru/post/373,Карма для рекламы,"Денис, а давай баннерам сделаем комментарии и карму? Умный рекламодатель не обидится, а у народонаселения будет возможность выпустить пар, и сообщить, что подкасты — топливо не для мп3 плеера, а для биореактора.",['баннеры'],['Habr']
374,https://habr.com/ru/post/374,Внутренний голос,"У каждого человека есть внутренний голос, иногда он что-то говорит. У Хабрахабра тоже есть Внутренний Голос. Странная фраза на первой странице, которая многих удивила, а может быть застала врасплох, написана Внутренним Голосом. Внутренним Голосом могут быть два пользователя: с самой большой кармой и с самым большим рейтингом (в настоящее время Кукуц и Бобук). Один раз в три дня каждый из них может говорить Внутренним Голосом на сайте через форму в персональном бэкофисе. Содержание этих сообщений может быть каким угодно, кроме мата и прочего: внутренний голос должен быть простым и дружелюбным, как сиськи Стефани, соседки Стефана в фильме «Наука сна» Мишеля Гондри. 8-)","['Внутренний Голос', 'Наука сна']",['Habr']
375,https://habr.com/ru/post/375,Хероезы по-украински,"Компания «Нивал» приступила к работе над украинской локализацией игры «Heroes of Might and Magic V» и аддонов к ней. Как стало известно, популярное название серии практически не претерпит изменений и будет звучать как «Ґерої меча й маґії», однако в большинстве случаев решено не калькировать названия рас и юнитов из основной, русско-английской, версии, а обратиться за вдохновением к украинскому фольклору. Так что к весне 2007 г. игроков ждет встреча с: Haven (люди) – Людська Держава Sylvan Elves – Лісові Навки Dark Elves – Похмурі Навки Necromancers – Чахлики Inferno (демоны) – Біси Wizards – Чарівники Dwarves – Бородані Украинскую специфику приобретут и названия юнитов. Так, Knight будет переводиться как «Козак», Thane – «Гетьман», и т.д.","['Heroes of Might and Magic', 'игры', 'локализация', 'Нивал', 'фэйк']",['Чулан']
376,https://habr.com/ru/post/376,Хабрахабр перевалил за 1000 активных пользователей,"Хабрахабр! Сегодня нас стало уже более 1000. Более тычячи активных пользователей. Понятно, что не все из них имеют уникальное физическое воплощение, но все равно результат! Спасибо тем, кто вложил душу в этот проект и тем кто уделил ему хоть минуту внимания. Не знаю, насколько «хабрахабрить модно», но интересно, познавательно и кайфово – это точно! Всё только начинается!","['Хабрахабр', 'хабрахабрить']",['Чулан']
377,https://habr.com/ru/post/377,Yahoo! ответила на покупку YouTube договором с CBS,"Интернет-портал Yahoo! разместит видеозаписи программ каналов, входящих в состав корпорации CBS. Всего посетителям портала станут доступны в записи передачи из сетки вещания 16 телевизионных каналов, сообщается на сайте Breitbart. Согласно условиям сделки, Yahoo! получит разрешение на размещение от 10 до 20 выпусков местных новостей с каждого из 16 принадлежащих CBS каналов на эклюзивной основе. В обмен на это Yahoo! будет перечислять CBS часть выручки от размещения рекламы. О договоренности между CBS и Yahoo! стало известно ровно через неделю после того, как главный конкурент Y! портал Google объявил о приобретении интернет-видеосервиса YouTube. Напомним, по условиям сделки, приобретение YouTube, который обещает стать отличной рекламной платформой для Google, обойдется популярнейшему порталу в 1,65 миллиарда долларов. Несмотря на то, что у Yahoo! имеются собственные видеосервисы, основные надежды на приток посетителей представители портала связывают именно с размещением на своих страницах материалов, предоставленных крупными телекомпаниям. Так, на сайте Yahoo! уже можно скачать программы ABC (принадлежит Walt Disney) и собственностью Time Warner телеканала CNN. При этом, по словам пресс-секретаря Yahoo!, компания собирается сотрудничать и с другими телекомпаниями. Отсюда.","['Yahoo', 'CBS', 'YouTube', 'Google', 'видео']",['Чулан']
378,https://habr.com/ru/post/378,и Быстро-быстро перебираем лапами…,"В сети появилась пара советов о том, как заставить ОгнеЛиса быстрее перебирать лапками. Мне на FF_2_RC_2 помогло. А вам? <blockquote>Kill the amount of RAM Firefox uses for it’s cache feature Here’s how to fix it: 1. type “about:config” (no quotes) in the browser. 2. Find browser.sessionhistory.max_total_viewer 2. set it’s value to 0 Increase the Speed in Which Firefox loads pages 1.Type “about:config” into the address bar and hit return. Normally the browser will make one request to a web page at a time. When you enable pipelining it will make several at once, which really speeds up page loading. 2. Alter the entries as follows: Set “network.http.pipelining” to “true” Set “network.http.proxy.pipelining” to “true” Set “network.http.pipelining.maxrequests” to some number like 30. This means it will make 30 requests at once. 3. Lastly right-click anywhere and select New-&gt; Integer. Name it “nglayout.initialpaint.delay” and set its value to “0″. This value is the amount of time the browser waits before it acts on information it receives. If you’re using a broadband connection you’ll load pages faster now More options for your about:config (you might have to create some of these entries by Right Click –&gt; New– &gt; Interger or String network.dns.disableIPv6: set “false” “content.notify.backoffcount”: set “5″ “plugin.expose_full_path”: set “true”. “ui.submenuDelay”: set “0″ (zero) Kill RAM usage to 10mb when FF is minimized This little about:config hack will drop Firefox’s RAM usage down to 10 Mb when minimized 1. Open Firefox and go to the Address Bar. Type in about:config and then press Enter. 2. Right Click in the page and select New -&gt; Boolean. 3. In the box that pops up enter config.trim_on_minimize. Press Enter. 4. Now select True and then press Enter. 5. Restart Firefox. </blockquote>","['Firefox', 'баг', 'память']",['Firefox']
379,https://habr.com/ru/post/379,Третий релиз-кандидат ОгнеЛиса уже с нами!,"Уже вышел FF_2_RC3 — и это радует. Надеюсь — следующий будет-таки билд ) Кстати, по первым впечатлениям — в нём заработало открытие сохранённой сессии… Испытываем",['firefox'],['Firefox']
380,https://habr.com/ru/post/380,Зёрна от плевел…,"Многие ли из Вас ощущают давление информационного шума? Что Вы делаете, чтобы обезопасить себя от погребения под мегабайтами ненужной информации? Я подсчитал — и получилось, что у меня настроена подписка на 24 RSS-канала, плюс пара e-mail рассылок, плюс 5-7 сайтов, которые я обязательно ежедневно посещаю — там нет RSS. Итого каждый день накатывает приличная информационная волна. Причём это помимо спама, который иногда тоже прорывается через почтовые преграды… Как фильтровать именно то, что мне нужно? Я пришёл к очень простому методу — оценка заголовков. Казалось бы — можно пропустить что-то интересное, если заголовок не зацепил. Однако — экономия времени впечатляет. По сравнению с чтением Заголовка и Тизера, а то и полного материала (некоторые под видом тизера пропихивают весь объём) — просто несравнимо. Так что ньюс-мейкеры и другие нет-паблишеры — заголовки — это ваше всё ;-) Вот если бы была возможность задавать в агрегаторе Фильтры по Тэгам\ключевым словам — или скажем на моей персональной странице Google попадали бы только те сообщения из RSS-каналов, которые соответствуют, например, тэгу «электронная коммерция» или в которых присутствуют указанные ключевые слова — это было бы здорово. Может кто-нибудь видел подобное?","['новости', 'RSS', 'спам']",['Информационная безопасность']
381,https://habr.com/ru/post/381,Такая вот презентация,"В распоряжении хабраредакции оказалась презентация, которая, согласно информации нашего источника в СУПе, предположительно была сделана для консорциума фондов, аккумулирующих средства Александра Мамута, Романа Абрамовича и Виктора Вексельберга. Короче говоря, три олигарха будто бы на полном серьезе хотели купить YouTube за $1,3 млрд для СУПа. Правда это, или вымысел, решать вам. Другой информации у меня нет.","['SUP-Fabrik', 'YouTube']",['IT-компании']
382,https://habr.com/ru/post/382,Интервью Носика — просто подарок какой-то,"Без комментариев, просто выдержки из интервью Антона Носика. <blockquote>Какими бы изворотами Пининфарины мы не нафаршировали “бентли”, мама моя не сядет за его руль даже даром: непонятно, где для такого монстра брать запчасти, где сервис, да и жалко тратить 10 тысяч долларов в год на страховку КАСКО. То же относится к блогхостингам. Кому-то нужен полный доступ к рычагам, для таких людей есть WordPress. Кому-то нужно сообщество с готовой аудиторией, это LiveJournal. Кому-то нужно не думать никогда и ни о чем в своем блоге, добро пожаловать на Blogs @ Mail.Ru.</blockquote> <blockquote>18 октября на пресс-конференции мы объясним, в чем смысл нашей сделки с SixApart. Но про наши возможные сделки с LiveInternet, MySpace или “Мамбой” мы там ни слова не скажем.</blockquote> <blockquote>В рамках моего сотрудничества с компанией “Яндекс” я полтора года назад подписал non-disclosure agreement, мешающий мне ответить на этот вопрос компетентно. Поэтому я могу лишь порекомендовать Вам задавать эти вопросы правильным людям в “Яндексе” (Ушакову, Воложу, Иванову, еще одному Иванову, Волнухину). Со своей стороны, как CBO компании СУП, я могу сказать так: я надеюсь, что блогхостинг “Яндекса” составит серьезную конкуренцию LiveJournal. Иначе я вынужден буду думать, что успех ЖЖ нельзя повторить. Мне как CBO компании, управляющей брендом и сервисом LiveJournal в России, такая идея не нравится. </blockquote> <blockquote>Гибридное интернет-СМИ, где в одном флаконе упакованы профессиональные авторские новости и мнения читателей-блоггеров, еще только предстоит создать. Я мог бы этим заняться, но СУП слишком много отнимает моего времени и энергии, так что я пока вне игры. Денискины начинания мне очень нравятся. Посмотрим, чем ему ответит Леха Андреев.</blockquote> Полностью — здесь. Браво, toodoo!","['Антон Носик', 'интервью', 'SUP-Fabrik', 'Яндекс', 'блогосфера', 'LiveJourna']",['IT-компании']
